"Time [ms]","Size [B]","Used [B]"
"3:04:41.769 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:42.769 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:43.769 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:44.769 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:45.770 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:46.770 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:47.770 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:48.770 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:49.771 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:50.771 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:51.771 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:52.771 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:53.771 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:54.772 PM, Sep 25, 2022","197,132,320","38,432,352"
"3:04:55.772 PM, Sep 25, 2022","1,614,807,072","584,505,440"
"3:04:56.772 PM, Sep 25, 2022","1,614,807,072","320,277,168"
"3:04:57.772 PM, Sep 25, 2022","1,614,807,072","752,290,480"
"3:04:58.772 PM, Sep 25, 2022","1,614,807,072","752,290,480"
"3:04:59.773 PM, Sep 25, 2022","1,614,807,072","752,290,480"
"3:05:00.773 PM, Sep 25, 2022","1,614,807,072","752,290,480"
"3:05:01.773 PM, Sep 25, 2022","1,614,807,072","752,290,480"
"3:05:02.774 PM, Sep 25, 2022","1,614,807,072","752,290,480"
"3:05:03.774 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:04.774 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:05.774 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:06.775 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:07.775 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:08.775 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:09.776 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:10.776 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:11.776 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:12.777 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:13.777 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:14.777 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:15.778 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:16.778 PM, Sep 25, 2022","209,715,232","38,458,672"
"3:05:17.778 PM, Sep 25, 2022","1,593,835,552","1,028,320,576"
"3:05:18.778 PM, Sep 25, 2022","1,790,967,840","1,347,165,712"
"3:05:19.778 PM, Sep 25, 2022","1,790,967,840","1,347,165,712"
"3:05:20.779 PM, Sep 25, 2022","1,790,967,840","1,347,165,712"
"3:05:21.779 PM, Sep 25, 2022","1,790,967,840","1,347,165,712"
"3:05:22.779 PM, Sep 25, 2022","1,790,967,840","1,347,165,712"
"3:05:23.779 PM, Sep 25, 2022","1,790,967,840","1,347,165,712"
"3:05:24.780 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:25.780 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:26.780 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:27.780 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:28.781 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:29.781 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:30.781 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:31.782 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:32.782 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:33.782 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:34.783 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:35.783 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:36.783 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:37.784 PM, Sep 25, 2022","209,715,232","38,438,232"
"3:05:38.784 PM, Sep 25, 2022","209,715,232","51,021,144"
"3:05:39.784 PM, Sep 25, 2022","2,864,709,664","2,047,839,776"
"3:05:40.784 PM, Sep 25, 2022","2,864,709,664","1,473,089,312"
"3:05:41.784 PM, Sep 25, 2022","2,864,709,664","1,473,089,312"
"3:05:42.785 PM, Sep 25, 2022","2,864,709,664","1,473,089,312"
"3:05:43.785 PM, Sep 25, 2022","2,864,709,664","1,473,089,312"
"3:05:44.785 PM, Sep 25, 2022","2,864,709,664","1,473,089,312"
"3:05:45.786 PM, Sep 25, 2022","2,864,709,664","1,473,089,312"
"3:05:46.786 PM, Sep 25, 2022","2,864,709,664","1,473,089,312"
"3:05:47.786 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:48.787 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:49.787 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:50.787 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:51.787 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:52.788 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:53.788 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:54.788 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:55.789 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:56.789 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:57.789 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:58.790 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:05:59.790 PM, Sep 25, 2022","226,492,448","38,438,352"
"3:06:00.790 PM, Sep 25, 2022","226,492,448","113,935,824"
"3:06:01.790 PM, Sep 25, 2022","700,448,800","235,621,536"
"3:06:02.790 PM, Sep 25, 2022","700,448,800","235,621,536"
"3:06:03.791 PM, Sep 25, 2022","700,448,800","235,621,536"
"3:06:04.791 PM, Sep 25, 2022","700,448,800","235,621,536"
"3:06:05.791 PM, Sep 25, 2022","700,448,800","235,621,536"
"3:06:06.792 PM, Sep 25, 2022","700,448,800","235,621,536"
"3:06:07.792 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:08.792 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:09.792 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:10.793 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:11.793 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:12.793 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:13.793 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:14.794 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:15.794 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:16.794 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:17.794 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:18.795 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:19.795 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:20.795 PM, Sep 25, 2022","197,132,320","38,438,352"
"3:06:21.795 PM, Sep 25, 2022","750,780,448","212,860,104"
"3:06:22.796 PM, Sep 25, 2022","750,780,448","274,636,736"
"3:06:23.796 PM, Sep 25, 2022","750,780,448","274,636,736"
"3:06:24.796 PM, Sep 25, 2022","750,780,448","274,636,736"
"3:06:25.796 PM, Sep 25, 2022","750,780,448","274,636,736"
"3:06:26.797 PM, Sep 25, 2022","750,780,448","274,636,736"
"3:06:27.797 PM, Sep 25, 2022","750,780,448","274,636,736"
"3:06:28.797 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:29.797 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:30.798 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:31.798 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:32.798 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:33.799 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:34.799 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:35.799 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:36.799 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:37.800 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:38.800 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:39.800 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:40.800 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:41.801 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:42.801 PM, Sep 25, 2022","415,236,128","260,858,312"
"3:06:43.801 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:44.801 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:45.802 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:46.802 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:47.802 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:48.802 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:49.803 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:50.803 PM, Sep 25, 2022","415,236,128","193,653,576"
"3:06:51.803 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:52.804 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:53.804 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:54.804 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:55.804 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:56.805 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:57.805 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:58.805 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:06:59.806 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:07:00.806 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:07:01.806 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:07:02.807 PM, Sep 25, 2022","197,132,320","38,432,472"
"3:07:03.807 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:04.807 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:05.808 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:06.808 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:07.808 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:08.808 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:09.809 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:10.809 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:11.809 PM, Sep 25, 2022","197,132,320","88,764,120"
"3:07:12.810 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:13.810 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:14.810 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:15.811 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:16.811 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:17.811 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:18.812 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:19.812 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:20.812 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:21.812 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:22.813 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:23.813 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:24.813 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:25.814 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:26.814 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:27.814 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:28.814 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:29.815 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:30.815 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:31.815 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:32.816 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:33.816 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:34.816 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:35.816 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:36.817 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:37.817 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:38.817 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:39.817 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:40.818 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:41.818 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:42.818 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:43.819 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:44.819 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:45.819 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:46.820 PM, Sep 25, 2022","184,549,408","88,764,112"
"3:07:47.820 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:48.820 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:49.820 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:50.821 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:51.821 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:52.821 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:53.822 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:54.822 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:55.822 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:56.823 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:57.823 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:58.823 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:07:59.823 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:08:00.824 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:08:01.824 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:08:02.824 PM, Sep 25, 2022","184,549,408","38,432,464"
"3:08:03.824 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:04.824 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:05.825 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:06.825 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:07.825 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:08.825 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:09.826 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:10.826 PM, Sep 25, 2022","184,549,408","71,996,432"
"3:08:11.826 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:12.826 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:13.827 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:14.827 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:15.827 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:16.827 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:17.828 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:18.828 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:19.828 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:20.828 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:21.828 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:22.829 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:23.829 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:24.829 PM, Sep 25, 2022","184,549,408","38,432,528"
"3:08:25.829 PM, Sep 25, 2022","184,549,408","71,995,184"
"3:08:26.830 PM, Sep 25, 2022","184,549,408","71,995,184"
"3:08:27.830 PM, Sep 25, 2022","184,549,408","71,995,184"
"3:08:28.830 PM, Sep 25, 2022","184,549,408","71,995,184"
"3:08:29.830 PM, Sep 25, 2022","184,549,408","71,995,184"
"3:08:30.831 PM, Sep 25, 2022","184,549,408","71,995,184"
"3:08:31.831 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:32.831 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:33.831 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:34.831 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:35.831 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:36.832 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:37.832 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:38.832 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:39.833 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:40.833 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:41.833 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:42.833 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:43.833 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:44.834 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:45.834 PM, Sep 25, 2022","184,549,408","38,433,520"
"3:08:46.834 PM, Sep 25, 2022","184,549,408","71,994,144"
"3:08:47.834 PM, Sep 25, 2022","184,549,408","71,994,144"
"3:08:48.834 PM, Sep 25, 2022","184,549,408","71,994,144"
"3:08:49.835 PM, Sep 25, 2022","184,549,408","71,994,144"
"3:08:50.835 PM, Sep 25, 2022","184,549,408","71,994,144"
"3:08:51.835 PM, Sep 25, 2022","184,549,408","71,994,144"
"3:08:52.835 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:08:53.836 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:08:54.840 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:08:55.836 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:08:56.836 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:08:57.836 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:08:58.837 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:08:59.837 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:00.837 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:01.838 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:02.838 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:03.838 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:04.839 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:05.839 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:06.839 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:07.840 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:08.840 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:09.840 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:10.840 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:11.841 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:12.841 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:13.841 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:14.842 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:15.842 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:16.842 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:17.843 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:18.843 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:19.843 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:20.844 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:21.844 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:22.844 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:23.845 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:24.845 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:25.845 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:26.846 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:27.846 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:28.846 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:29.846 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:30.846 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:31.847 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:32.847 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:33.847 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:34.848 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:35.848 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:36.848 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:37.848 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:38.849 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:39.849 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:40.849 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:41.849 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:42.850 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:43.850 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:44.850 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:45.850 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:46.850 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:47.851 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:48.851 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:49.851 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:50.851 PM, Sep 25, 2022","184,549,408","88,765,424"
"3:09:51.852 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:52.852 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:53.852 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:54.852 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:55.853 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:56.853 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:57.853 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:58.853 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:09:59.854 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:00.854 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:01.854 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:02.855 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:03.855 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:04.855 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:05.856 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:06.856 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:07.856 PM, Sep 25, 2022","184,549,408","38,433,776"
"3:10:08.856 PM, Sep 25, 2022","377,487,392","177,638,312"
"3:10:09.857 PM, Sep 25, 2022","729,808,928","533,175,240"
"3:10:10.857 PM, Sep 25, 2022","729,808,928","533,175,240"
"3:10:11.857 PM, Sep 25, 2022","729,808,928","533,175,240"
"3:10:12.858 PM, Sep 25, 2022","729,808,928","533,175,240"
"3:10:13.858 PM, Sep 25, 2022","729,808,928","533,175,240"
"3:10:14.858 PM, Sep 25, 2022","729,808,928","533,175,240"
"3:10:15.859 PM, Sep 25, 2022","729,808,928","533,175,240"
"3:10:16.859 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:17.859 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:18.859 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:19.860 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:20.860 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:21.860 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:22.861 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:23.860 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:24.861 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:25.861 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:26.862 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:27.862 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:28.862 PM, Sep 25, 2022","226,492,448","38,433,888"
"3:10:29.862 PM, Sep 25, 2022","796,917,792","261,353,752"
"3:10:30.863 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:31.863 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:32.863 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:33.863 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:34.864 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:35.864 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:36.864 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:37.864 PM, Sep 25, 2022","796,917,792","308,017,608"
"3:10:38.865 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:39.865 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:40.865 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:41.866 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:42.866 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:43.866 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:44.866 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:45.867 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:46.867 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:47.867 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:48.867 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:49.868 PM, Sep 25, 2022","239,075,360","38,434,072"
"3:10:50.868 PM, Sep 25, 2022","507,510,816","267,615,816"
"3:10:51.868 PM, Sep 25, 2022","507,510,816","334,724,680"
"3:10:52.868 PM, Sep 25, 2022","507,510,816","334,724,680"
"3:10:53.869 PM, Sep 25, 2022","507,510,816","334,724,680"
"3:10:54.869 PM, Sep 25, 2022","507,510,816","334,724,680"
"3:10:55.869 PM, Sep 25, 2022","507,510,816","334,724,680"
"3:10:56.870 PM, Sep 25, 2022","507,510,816","334,724,680"
"3:10:57.870 PM, Sep 25, 2022","209,715,232","38,434,072"
"3:10:58.870 PM, Sep 25, 2022","209,715,232","38,434,072"
"3:10:59.870 PM, Sep 25, 2022","209,715,232","38,434,072"
"3:11:00.871 PM, Sep 25, 2022","209,715,232","38,434,072"
"3:11:01.870 PM, Sep 25, 2022","209,715,232","38,434,072"
"3:11:02.871 PM, Sep 25, 2022","209,715,232","38,434,072"
"3:11:03.871 PM, Sep 25, 2022","209,715,232","38,434,072"
